prior,trial,true_cell,detected,n_missions,cost_used,final_p_true,final_entropy,update_form,round,split
P3_quadratic_nowit_informative,2,1008,False,12,506.0,0.001392575537591443,6.760588409927636,lik_x1_5,0,train
P3_quadratic_nowit_informative,3,812,True,1,16.0,0.0040041666689597565,6.580665615539849,lik_x1_5,0,train
P3_quadratic_nowit_informative,4,155,False,12,506.0,0.000585509937394738,6.760588409927636,lik_x1_5,0,train
P3_quadratic_nowit_informative,5,1553,False,12,506.0,0.00020489007242776767,6.760588409927636,lik_x1_5,0,train
P3_quadratic_nowit_informative,6,864,False,12,506.0,0.0014333246240870188,6.760588409927636,lik_x1_5,0,train
P3_quadratic_nowit_informative,7,908,True,6,370.0,0.0005981648467840953,6.706384975469869,lik_x1_5,0,train
P3_quadratic_nowit_informative,8,261,False,12,506.0,0.0016009999221189904,6.760588409927636,lik_x1_5,0,train
P3_quadratic_nowit_informative,9,659,True,1,16.0,0.0033750666122464253,6.580665615539849,lik_x1_5,0,train
P3_quadratic_nowit_informative,10,570,False,12,506.0,0.003512504548584255,6.760588409927636,lik_x1_5,0,train
P3_quadratic_nowit_informative,11,1200,False,12,506.0,0.0010483170420304338,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,0,901,False,12,506.0,0.0014185983780232176,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,1,619,False,12,506.0,0.004086699816813324,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,2,1008,True,6,370.0,0.0028657760846388584,6.706384975469869,lik_x1_5,0,train
P4_quadratic_wit_informative,3,812,False,12,506.0,0.00036614525278416866,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,4,155,False,12,506.0,0.000585509937394738,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,5,1553,False,12,506.0,0.00020489007242776767,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,6,864,False,12,506.0,0.0014333246240870188,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,7,908,True,5,238.0,0.0014489351141205424,6.702191754733543,lik_x1_5,0,train
P4_quadratic_wit_informative,8,261,False,12,506.0,0.0016009999221189904,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,9,659,True,6,370.0,0.0001284575445772934,6.706384975469869,lik_x1_5,0,train
P4_quadratic_wit_informative,10,570,False,12,506.0,0.003512504548584255,6.760588409927636,lik_x1_5,0,train
P4_quadratic_wit_informative,11,1200,False,12,506.0,0.0010483170420304338,6.760588409927636,lik_x1_5,0,train
P5_mixed_nowit_informative,0,901,False,9,530.0,0.001516820958163412,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,1,619,False,9,530.0,0.003138981877012202,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,2,1008,False,9,530.0,0.0011122648193924636,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,3,812,True,1,16.0,0.003095221121495035,6.774561365820095,lik_x1_5,0,train
P5_mixed_nowit_informative,4,155,False,9,530.0,0.000861017782476409,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,5,1553,False,9,530.0,0.0003606849500573542,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,6,864,False,9,530.0,0.0001486993370228566,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,7,908,True,3,244.0,0.0026976828479900617,6.814902716963635,lik_x1_5,0,train
P5_mixed_nowit_informative,8,261,False,9,530.0,0.0014930517346193586,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,9,659,True,1,16.0,0.00267529957753668,6.774561365820095,lik_x1_5,0,train
P5_mixed_nowit_informative,10,570,False,9,530.0,0.0028023544164240423,6.856715631119378,lik_x1_5,0,train
P5_mixed_nowit_informative,11,1200,False,9,530.0,0.001470224305510694,6.856715631119378,lik_x1_5,0,train
P6_mixed_wit_informative,0,901,False,12,528.0,0.00039345678547547506,7.019152956347293,lik_x1_5,0,train
P6_mixed_wit_informative,1,619,True,4,206.0,0.003145140547653474,6.960086121136618,lik_x1_5,0,train
P6_mixed_wit_informative,2,1008,False,12,528.0,0.0013806340425188942,7.019152956347293,lik_x1_5,0,train
P6_mixed_wit_informative,3,812,True,2,52.0,0.002359696763678872,6.923676544198569,lik_x1_5,0,train
P6_mixed_wit_informative,4,155,False,12,528.0,0.0003646487506995999,7.019152956347293,lik_x1_5,0,train
P6_mixed_wit_informative,5,1553,False,12,528.0,0.00010816516262112696,7.019152956347293,lik_x1_5,0,train
P6_mixed_wit_informative,6,864,True,5,492.0,0.0013765322636353295,6.987604722503363,lik_x1_5,0,train
P6_mixed_wit_informative,7,908,False,12,528.0,0.0017394962847204212,7.019152956347293,lik_x1_5,0,train
P6_mixed_wit_informative,8,261,False,12,528.0,0.0009610123889712021,7.019152956347293,lik_x1_5,0,train
P6_mixed_wit_informative,9,659,True,5,492.0,0.0017843082234209769,6.987604722503363,lik_x1_5,0,train
P6_mixed_wit_informative,10,570,True,4,206.0,0.0029975275246569605,6.960086121136618,lik_x1_5,0,train
P6_mixed_wit_informative,11,1200,False,12,528.0,0.00035556187132565573,7.019152956347293,lik_x1_5,0,train
P7_mixed_wit_weak,0,901,False,10,527.0,0.0007549407745851586,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,1,619,False,10,527.0,0.004971967429257604,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,2,1008,False,10,527.0,0.0025809828673539212,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,3,812,False,10,527.0,4.623898228789415e-05,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,4,155,False,10,527.0,0.0006888185359924704,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,5,1553,False,10,527.0,0.00016560018455680673,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,6,864,True,4,410.0,0.0011731119324951862,6.701486167385601,lik_x1_5,0,train
P7_mixed_wit_weak,7,908,True,4,410.0,0.0030962067681436787,6.701486167385601,lik_x1_5,0,train
P7_mixed_wit_weak,8,261,False,10,527.0,0.001084663752598039,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,9,659,True,3,212.0,0.002995529784090946,6.6623797459506235,lik_x1_5,0,train
P7_mixed_wit_weak,10,570,False,10,527.0,0.004218563854188231,6.784807002465806,lik_x1_5,0,train
P7_mixed_wit_weak,11,1200,False,10,527.0,0.0015017969369389675,6.784807002465806,lik_x1_5,0,train
P8_mixed_wit_vague,0,901,False,12,526.0,0.0011857492168869813,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,1,619,False,12,526.0,0.004645393127511481,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,2,1008,False,12,526.0,0.003333404209849205,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,3,812,True,2,320.0,0.007253947852923518,6.365258520179754,lik_x1_5,0,train
P8_mixed_wit_vague,4,155,True,2,320.0,0.0003574235546855078,6.365258520179754,lik_x1_5,0,train
P8_mixed_wit_vague,5,1553,False,12,526.0,0.000149385749653289,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,6,864,False,12,526.0,0.001675309478075869,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,7,908,True,8,514.0,0.0009373867864115227,6.485474816089936,lik_x1_5,0,train
P8_mixed_wit_vague,8,261,False,12,526.0,0.0005150741586840824,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,9,659,False,12,526.0,0.00039700391620080456,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,10,570,False,12,526.0,0.0034819295370861684,6.504607745090391,lik_x1_5,0,train
P8_mixed_wit_vague,11,1200,True,7,502.0,0.001324745070176988,6.483400623662533,lik_x1_5,0,train
P9_mixed_wit_uniform30,0,901,False,6,530.0,0.0004611165822147223,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,1,619,True,4,258.0,0.002352914077173148,7.2276058905490945,lik_x1_5,0,train
P9_mixed_wit_uniform30,2,1008,False,6,530.0,0.001081734679735013,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,3,812,True,2,104.0,0.001833132299764934,7.208135560332801,lik_x1_5,0,train
P9_mixed_wit_uniform30,4,155,False,6,530.0,0.00044300556151571555,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,5,1553,False,6,530.0,0.0002817595893838447,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,6,864,False,6,530.0,0.00031541894098223515,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,7,908,False,6,530.0,0.0013073440122413254,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,8,261,False,6,530.0,0.0008179271513048553,7.258053366090662,lik_x1_5,0,train
P9_mixed_wit_uniform30,9,659,True,5,518.0,0.0014043088413465544,7.246630730795049,lik_x1_5,0,train
P9_mixed_wit_uniform30,10,570,True,5,518.0,0.0005789596271628713,7.246630730795049,lik_x1_5,0,train
P9_mixed_wit_uniform30,11,1200,False,6,530.0,0.00043729282679738976,7.258053366090662,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,0,901,False,7,527.0,0.0005021498005574163,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,1,619,True,4,337.0,0.0018487306599869293,7.3374231519631765,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,2,1008,False,7,527.0,0.0009198306296999946,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,3,812,True,2,104.0,0.0014691177312811106,7.332635749316351,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,4,155,False,7,527.0,0.0004899609421074221,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,5,1553,False,7,527.0,0.00038144114288622883,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,6,864,False,7,527.0,0.00045577810588840487,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,7,908,False,7,527.0,0.0010716674733886513,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,8,261,False,7,527.0,0.0007422861016737871,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,9,659,False,7,527.0,0.00020609400373777938,7.34380682808229,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,10,570,True,4,337.0,0.0017765670065511495,7.3374231519631765,lik_x1_5,0,train
P10_mixed_wit_uniform50_temp2,11,1200,False,7,527.0,0.00048611622700266485,7.34380682808229,lik_x1_5,0,train
P3_quadratic_nowit_informative,0,901,False,12,516.0,0.0014742532102664132,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,1,619,False,12,516.0,0.004247030320680093,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,2,1008,False,12,516.0,0.00030743478012441254,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,3,812,True,1,16.0,0.0040041666689597565,6.580665615539849,lik_x2,0,train
P3_quadratic_nowit_informative,4,155,False,12,516.0,0.0006084808203784309,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,5,1553,False,12,516.0,0.00021292837473088592,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,6,864,False,12,516.0,0.0004145373980903391,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,7,908,True,7,428.0,0.00037065848307777185,6.716100949390765,lik_x2,0,train
P3_quadratic_nowit_informative,8,261,False,12,516.0,0.0016638107806870547,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,9,659,True,1,16.0,0.0033750666122464253,6.580665615539849,lik_x2,0,train
P3_quadratic_nowit_informative,10,570,False,12,516.0,0.003650308069604298,6.721832119610656,lik_x2,0,train
P3_quadratic_nowit_informative,11,1200,False,12,516.0,0.0010894448975360825,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,0,901,False,12,516.0,0.0014742532102664132,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,1,619,False,12,516.0,0.004247030320680093,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,2,1008,True,7,428.0,0.003309850657227181,6.716100949390765,lik_x2,0,train
P4_quadratic_wit_informative,3,812,False,12,516.0,5.513027338075995e-05,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,4,155,False,12,516.0,0.0006084808203784309,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,5,1553,False,12,516.0,0.00021292837473088592,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,6,864,True,6,392.0,0.0018361613459940327,6.690117644667411,lik_x2,0,train
P4_quadratic_wit_informative,7,908,True,5,238.0,0.0010896225254089726,6.690244376080851,lik_x2,0,train
P4_quadratic_wit_informative,8,261,False,12,516.0,0.0016638107806870547,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,9,659,False,12,516.0,5.0051952023484046e-05,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,10,570,False,12,516.0,0.003650308069604298,6.721832119610656,lik_x2,0,train
P4_quadratic_wit_informative,11,1200,False,12,516.0,0.0010894448975360825,6.721832119610656,lik_x2,0,train
P5_mixed_nowit_informative,0,901,False,9,530.0,0.001560611778920848,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,1,619,False,9,530.0,0.0032296046970604654,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,2,1008,False,9,530.0,0.0008394852755497184,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,3,812,True,1,16.0,0.003095221121495035,6.774561365820095,lik_x2,0,train
P5_mixed_nowit_informative,4,155,False,9,530.0,0.0008858754792127741,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,5,1553,False,9,530.0,0.0003710979720510579,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,6,864,False,9,530.0,5.2693660452011574e-05,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,7,908,True,3,244.0,0.002724709418052453,6.805958187177454,lik_x2,0,train
P5_mixed_nowit_informative,8,261,False,9,530.0,0.0015361563347637691,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,9,659,True,1,16.0,0.00267529957753668,6.774561365820095,lik_x2,0,train
P5_mixed_nowit_informative,10,570,False,9,530.0,0.0028832587573668395,6.835662546358753,lik_x2,0,train
P5_mixed_nowit_informative,11,1200,False,9,530.0,0.0015126698747714182,6.835662546358753,lik_x2,0,train
P6_mixed_wit_informative,0,901,False,12,528.0,0.0004057880879797248,6.997552510885877,lik_x2,0,train
P6_mixed_wit_informative,1,619,True,4,206.0,0.003194363009431648,6.95620195381301,lik_x2,0,train
P6_mixed_wit_informative,2,1008,False,12,528.0,0.0014239044006737081,6.997552510885877,lik_x2,0,train
P6_mixed_wit_informative,3,812,True,2,52.0,0.002370470958745059,6.92499260468598,lik_x2,0,train
P6_mixed_wit_informative,4,155,False,12,528.0,0.00037607718253421544,6.997552510885877,lik_x2,0,train
P6_mixed_wit_informative,5,1553,False,12,528.0,0.00011155515966766572,6.997552510885877,lik_x2,0,train
P6_mixed_wit_informative,6,864,True,5,492.0,0.0011347940730581788,6.979514922422403,lik_x2,0,train
P6_mixed_wit_informative,7,908,False,12,528.0,0.0017940137201383518,6.997552510885877,lik_x2,0,train
P6_mixed_wit_informative,8,261,False,12,528.0,0.0009911314132610355,6.997552510885877,lik_x2,0,train
P6_mixed_wit_informative,9,659,True,5,492.0,0.0018204668942455712,6.979514922422403,lik_x2,0,train
P6_mixed_wit_informative,10,570,True,4,206.0,0.0030444397951186206,6.95620195381301,lik_x2,0,train
P6_mixed_wit_informative,11,1200,False,12,528.0,0.000366705511888355,6.997552510885877,lik_x2,0,train
P7_mixed_wit_weak,0,901,False,10,527.0,0.0007810461316396705,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,1,619,False,10,527.0,0.005143894803395657,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,2,1008,False,10,527.0,0.0026702315628438105,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,3,812,False,10,527.0,8.82405427946261e-06,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,4,155,False,10,527.0,0.0007126374293854397,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,5,1553,False,10,527.0,0.00017132653037317097,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,6,864,True,4,410.0,0.0007799285990444278,6.6876561210137115,lik_x2,0,train
P7_mixed_wit_weak,7,908,True,4,410.0,0.0031528973999011864,6.6876561210137115,lik_x2,0,train
P7_mixed_wit_weak,8,261,False,10,527.0,0.0011221707140695771,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,9,659,True,3,212.0,0.0030421405510654164,6.656487832544902,lik_x2,0,train
P7_mixed_wit_weak,10,570,False,10,527.0,0.004364439026623259,6.772629321137187,lik_x2,0,train
P7_mixed_wit_weak,11,1200,False,10,527.0,0.001553728090457212,6.772629321137187,lik_x2,0,train
P8_mixed_wit_vague,0,901,False,12,526.0,0.0012800660022539937,6.4597154055080495,lik_x2,0,train
P8_mixed_wit_vague,1,619,False,12,526.0,0.005014896678779401,6.4597154055080495,lik_x2,0,train
P8_mixed_wit_vague,2,1008,False,12,526.0,0.003598549625864952,6.4597154055080495,lik_x2,0,train
P8_mixed_wit_vague,3,812,True,2,320.0,0.007313924669576323,6.358632510075498,lik_x2,0,train
P8_mixed_wit_vague,4,155,True,2,320.0,0.00036037879057104386,6.358632510075498,lik_x2,0,train
P8_mixed_wit_vague,5,1553,False,12,526.0,0.0001612681810192821,6.4597154055080495,lik_x2,0,train
P8_mixed_wit_vague,6,864,False,12,526.0,0.001180782948183804,6.4597154055080495,lik_x2,0,train
